Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,GPS,Elev(m),Open Date,Latitude,Longitude,lat,lon,year,month
"East Hampton, NY",8 Osborne Ln,East Hampton,NY,11937,USA,12,250.0,"40.965501, -72.189633",14,2022-03-27,40.965501,-72.189633,40.965501,-72.189633,2022,3
"San Diego - Carmel Mountain Rd, CA",4639 Carmel Mountain Rd,San Diego,CA,92130,USA,24,250.0,"32.920824, -117.21491",94,2022-05-10,32.920824,-117.21491,32.920824,-117.21491,2022,5
"Trumpington, UK",Trumpington Park and Ride,Trumpington,England,CB2 9FT,United Kingdom,12,250.0,"52.1682, 0.1091",20,2021-06-28,52.1682,0.1091,52.1682,0.1091,2021,6
"San Diego - Mission Center Rd, CA",5694 Mission Center Rd,San Diego,CA,92108,USA,10,250.0,"32.776392, -117.155136",21,2022-06-10,32.776392,-117.155136,32.776392,-117.155136,2022,6
"Oxford, NC",1015 Lewis St,Oxford,NC,27565,USA,12,250.0,"36.2803, -78.6047",138,2022-04-12,36.2803,-78.6047,36.2803,-78.6047,2022,4
"Mt. Shasta - 111 Morgan Way, CA",111 Morgan Way,Mt. Shasta,CA,96067,USA,4,125.0,"41.310233, -122.317278",1066,2013-10-23,41.310233,-122.317278,41.310233,-122.317278,2013,10
"Bristol, VA",2415 Lee Highway,Bristol,VA,24202,USA,8,250.0,"36.628538, -82.148888",556,2021-06-19,36.628538,-82.148888,36.628538,-82.148888,2021,6
"Siler City, NC",1605 E 11th St,Siler City,NC,27344,USA,8,250.0,"35.73499, -79.442016",174,2021-06-24,35.73499,-79.442016,35.73499,-79.442016,2021,6
"South Boston - Philpott Rd, VA",1007 Philpott Rd,South Boston,VA,24592,USA,4,250.0,"36.68665, -78.900855",101,2021-07-29,36.68665,-78.900855,36.68665,-78.900855,2021,7
"Perry, FL",2717 South Byron Butler Parkway,Perry,FL,32348,USA,8,250.0,"30.086266, -83.571338",13,2021-07-04,30.086266,-83.571338,30.086266,-83.571338,2021,7
"Brea, CA",250 Brea Mall,Brea,CA,92821,USA,20,250.0,"33.914491, -117.883662",102,2021-06-28,33.914491,-117.883662,33.914491,-117.883662,2021,6
"Columbia, NJ",19 Simpson Rd,Columbia,NJ,7832,USA,8,250.0,"40.933846, -75.100997",96,2021-11-16,40.933846,-75.100997,40.933846,-75.100997,2021,11
"Quesnel, BC",890 Rita Rd,Quesnel,BC,V2J 7J3,Canada,8,250.0,"52.965303, -122.440265",613,2021-10-01,52.965303,-122.440265,52.965303,-122.440265,2021,10
"Ellwangen - Hotel Montana, Germany",Max-Eyth-Stra遝 50,Ellwangen,Baden-W黵ttemberg,73479,Germany,8,250.0,"48.959165, 10.173534",512,2020-12-01,48.959165,10.173534,48.959165,10.173534,2020,12
"Pite?ti, Romania",DN65B F4,Pite?ti,Sud-Muntenia,117140,Romania,6,250.0,"44.823832, 24.910667",294,2021-06-29,44.823832,24.910667,44.823832,24.910667,2021,6
"Elgin, IL",815 S Randall Rd,Elgin,IL,60123,USA,12,250.0,"42.012497, -88.335638",253,2022-10-19,42.012497,-88.335638,42.012497,-88.335638,2022,10
"Berthierville, QC",860 Av. Gabriel-Brissette,Berthierville,QC,J0K 1A0,Canada,8,250.0,"46.0868, -73.197",8,2022-11-21,46.0868,-73.197,46.0868,-73.197,2022,11
"Yaizu, Japan","Yaizu Fish Center, 4-13-7 Yakusu, Yaizu",Yaizu,Shizuoka,425-0091,Japan,6,250.0,"34.880012, 138.302483",7,2022-12-13,34.880012,138.302483,34.880012,138.302483,2022,12
"Chengdu - Jianyang Tianfu International Hotel, China","Shuijin Road and the northern section of Xiongzhou Avenue, Jianyang City, Chengdu City, Sichuan",Chengdu,Sichuan,,China,3,250.0,"30.433382, 104.541726",406,2023-03-03,30.433382,104.541726,30.433382,104.541726,2023,3
"Cuencame, Mexico","Pits Cuencame Autopista Torre髇 - Yerbaniz Km. 144+974.69, Parcela 126 ,",Cuencame,Durango,35834,Mexico,4,250.0,"24.993046, -103.732996",1438,2023-03-16,24.993046,-103.732996,24.993046,-103.732996,2023,3
"Morrow, GA",1000 Southlake Cir,Morrow,GA,30260,USA,24,250.0,"33.5769, -84.354123",258,2023-04-08,33.5769,-84.354123,33.5769,-84.354123,2023,4
"Tyngsborough, MA",440 Middlesex Rd,Tyngsborough,MA,1879,USA,12,250.0,"42.697265, -71.43988",46,2022-08-24,42.697265,-71.43988,42.697265,-71.43988,2022,8
"Buena Park - Beach Blvd, CA",6911 Brenner Ave,Buena Park,CA,90621,USA,24,72.0,"33.86044, -117.996347",23,2020-06-17,33.86044,-117.996347,33.86044,-117.996347,2020,6
"Bel Air, MD",601 Hoagie Dr,Bel Air,MD,21014,USA,8,250.0,"39.568667, -76.353746",139,2022-02-09,39.568667,-76.353746,39.568667,-76.353746,2022,2
"Punta Gorda, FL",26415 Indian Trail Dr,Punta Gorda,FL,33950,USA,8,250.0,"26.89569, -82.011268",5,2022-03-08,26.89569,-82.011268,26.89569,-82.011268,2022,3
"Carlton, MN",1785 MN-210,Carlton,MN,55718,USA,8,250.0,"46.664849, -92.477676",349,2021-08-23,46.664849,-92.477676,46.664849,-92.477676,2021,8
"Old Bridge, NJ",1453 NJ-18,Old Bridge,NJ,8857,USA,8,250.0,"40.39113, -74.340201",11,2022-03-23,40.39113,-74.340201,40.39113,-74.340201,2022,3
"Sherbrooke, QC",2015 12 Ave N,Sherbrooke,QC,J1E 4J5,Canada,8,250.0,"45.433782, -71.86991",185,2021-09-22,45.433782,-71.86991,45.433782,-71.86991,2021,9
"Woodstock, VA",111 W Reservoir Rd,Woodstock,VA,22664,USA,8,250.0,"38.866754, -78.5192",251,2021-06-25,38.866754,-78.5192,38.866754,-78.5192,2021,6
"Tilburg, Netherlands",Dokter Bloemenlaan 8,Tilburg,North Brabant,5022 KW,Netherlands,16,250.0,"51.543627, 5.11109",16,2021-07-31,51.543627,5.11109,51.543627,5.11109,2021,7
"South Barrington, IL",100 W Higgins Rd,South Barrington,IL,60010,USA,12,250.0,"42.0748, -88.1868",256,2022-09-22,42.0748,-88.1868,42.0748,-88.1868,2022,9
"Trentham, UK",The Trentham Estate,Stoke,England,ST4 8JG,United Kingdom,8,250.0,"52.9627348, -2.1965062",98,2021-06-30,52.9627348,-2.1965062,52.9627348,-2.1965062,2021,6
"Bloomington, MN",2555 W 79th St,Bloomington,MN,55431,USA,16,250.0,"44.861, -93.3124",254,2022-09-22,44.861,-93.3124,44.861,-93.3124,2022,9
"Maple Grove, MN",15300 Grove Cir N,Maple Grove,MN,55369,USA,12,250.0,"45.135263, -93.474392",280,2022-10-06,45.135263,-93.474392,45.135263,-93.474392,2022,10
"Kaaresuvanto, Finland",K鋝ivarrentie 3767,Enonteki� Kaaresuvanto,Lapland,99470,Finland,4,250.0,"68.450248, 22.48161",336,2021-06-10,68.450248,22.48161,68.450248,22.48161,2021,6
"San Diego - University Center Lane, CA",8970 University Center Ln,San Diego,CA,92122,USA,7,72.0,"32.870556, -117.224664",98,2021-06-10,32.870556,-117.224664,32.870556,-117.224664,2021,6
"巌rovnica, Slovenia",Moste 101,巌rovnica,Upper Carniola,4274,Slovenia,8,250.0,"46.40438283, 14.1317094",545,2022-05-26,46.40438283,14.1317094,46.40438283,14.1317094,2022,5
"Cape Girardeau, MO",2505 Veterans Memorial Dr,Cape Girardeau,MO,63701,USA,8,250.0,"37.348729, -89.598272",170,2022-03-17,37.348729,-89.598272,37.348729,-89.598272,2022,3
"McDonough, GA","South Point Shopping Center, 1380 GA-20 West",McDonough,GA,30253,USA,12,250.0,"33.425818, -84.18787",267,2021-07-09,33.425818,-84.18787,33.425818,-84.18787,2021,7
"Carlsbad - Paseo Del Norte, CA",5620 Paseo Del Norte,Carlsbad,CA,92008,USA,16,250.0,"33.124351, -117.31912",23,2021-08-18,33.124351,-117.31912,33.124351,-117.31912,2021,8
"Bracebridge, ON",40 Depot Dr,Bracebridge,ON,P1L 0A1,Canada,8,250.0,"45.048688, -79.291012",289,2022-11-30,45.048688,-79.291012,45.048688,-79.291012,2022,11
"Sibiu, Romania",Strada Sibiului 5,?elimb?r,Centru,557260,Romania,6,250.0,"45.77615, 24.171844",424,2021-06-30,45.77615,24.171844,45.77615,24.171844,2021,6
"Madoc, ON",114 Bonjour Blvd,Madoc,ON,K0K 2K0,Canada,8,250.0,"44.5128, -77.481",173,2022-11-30,44.5128,-77.481,44.5128,-77.481,2022,11
"Seoul - Guro, South Korea","38 Digital-ro 26-gil, Guro-gu",Seoul,Seoul,,South Korea,9,250.0,"37.47984, 126.8953",18,2021-06-17,37.47984,126.8953,37.47984,126.8953,2021,6
"Taichung - Shuinan Aimai, Taiwan","Room 407, 5th Floor, No. 1199, Section 2, Zhongqing Road, Taichung",Taichung City,Taichung,407,Taiwan,4,120.0,"24.192657, 120.65993",121,2021-06-16,24.192657,120.65993,24.192657,120.65993,2021,6
"Kingston, NY",640 Washington Ave,Kingston,NY,12401,USA,8,120.0,"41.941916, -74.027208",47,2016-10-18,41.941916,-74.027208,41.941916,-74.027208,2016,10
"Beaumont - Walden Rd, TX",5780 Walden Rd,Beaumont,TX,77707,USA,12,250.0,"30.039029, -94.160606",5,2022-09-09,30.039029,-94.160606,30.039029,-94.160606,2022,9
"Cadenazzo, Switzerland",Via Stazione 12,Cadenazzo,Ticino,6593,Switzerland,4,250.0,"46.152041, 8.937698",202,2022-09-30,46.152041,8.937698,46.152041,8.937698,2022,9
"Fuenlabrada (SC), Spain",11 Calle Almendro,Fuenlabrada,Madrid,28942,Spain,8,250.0,"40.298097, -3.820944",678,2022-06-24,40.298097,-3.820944,40.298097,-3.820944,2022,6
"Central Valley, NY",498 Red Apple Ct,Central Valley,NY,10917,USA,12,250.0,"41.313222, -74.125034",164,2023-03-28,41.313222,-74.125034,41.313222,-74.125034,2023,3
"Neuville-en-Ferrain, France",Route de Roncq,Neuville-en-Ferrain,Hauts-de-France,59960,France,20,250.0,"50.7417938, 3.145576",26,2022-06-29,50.7417938,3.145576,50.7417938,3.145576,2022,6
"Mal�, Sweden",11 Storgatan,Mal� t鋞ort,Lappland,939 31,Sweden,3,250.0,"65.1789, 18.7462",315,2022-06-24,65.1789,18.7462,65.1789,18.7462,2022,6
"Round Rock, TX",110 N Interstate Hwy 35,Round Rock,TX,78681,USA,16,250.0,"30.509711, -97.687749",226,2021-10-29,30.509711,-97.687749,30.509711,-97.687749,2021,10
"Kuopio, Finland","Naulakatu 2, next to Juustoportti restaurant",Kuopio,North Savo,70800,Finland,8,250.0,"62.8201, 27.609726",104,2021-07-15,62.8201,27.609726,62.8201,27.609726,2021,7
"Dublin, GA","2180 Us Hwy 441 South, GA-404",Dublin,GA,31021,USA,12,250.0,"32.490203, -82.93261",86,2022-09-29,32.490203,-82.93261,32.490203,-82.93261,2022,9
"The Campton, Hong Kong","201 Fuk Wing Street, Cheung Sha Wan, Kowloon",Hong Kong,Hong Kong,,China,3,250.0,"22.333663, 114.160072",2,2021-06-22,22.333663,114.160072,22.333663,114.160072,2021,6
"Farmington - Hannaford Dr, ME",131 Hannaford Drive,Farmington,ME,4938,USA,8,250.0,"44.65037, -70.150196",115,2021-06-25,44.65037,-70.150196,44.65037,-70.150196,2021,6
"Sundsvall West, Sweden",Bergsgatan 127,Sundsvall,Medelpad,853 50,Sweden,12,250.0,"62.39591, 17.252598",15,2021-07-01,62.39591,17.252598,62.39591,17.252598,2021,7
"Seoul - Wangsimni, South Korea","17, Wangsimni Gwangjang-ro, Seongdong-gu",Seoul,Seoul,,South Korea,6,250.0,"37.5604, 127.0386",18,2021-06-25,37.5604,127.0386,37.5604,127.0386,2021,6
"Winchester, VA",1683 Berryville Pike,Winchester,VA,22602,USA,8,250.0,"39.1881397, -78.1257883",204,2021-10-21,39.1881397,-78.1257883,39.1881397,-78.1257883,2021,10
"Triadelphia - Gantzer Ridge Rd, WV",25 Gantzer Ridge Rd,Triadelphia,WV,26059,USA,8,250.0,"40.060289, -80.588981",389,2021-09-18,40.060289,-80.588981,40.060289,-80.588981,2021,9
"Seoul - Centerfield, South Korea","231, Teheran-ro, Gangnam-gu",Seoul,Seoul,,South Korea,6,250.0,"37.503216, 127.04162",37,2021-06-24,37.503216,127.04162,37.503216,127.04162,2021,6
"Daegu - Isiapolis, South Korea","16, Palgong-ro 49-gil, Dong-gu, Daegu",Daegu,Chungcheongbuk,,South Korea,6,250.0,"35.9229, 128.63571",27,2021-06-25,35.9229,128.63571,35.9229,128.63571,2021,6
"Mitzpe Ramon, Israel",Har Oded,Mitzpe Ramon,,,Israel,4,150.0,"30.621721, 34.80092",835,2021-06-29,30.621721,34.80092,30.621721,34.80092,2021,6
"Sarasota - Clark Rd, FL",5321 Clark Rd,Sarasota,FL,34233,USA,8,250.0,"27.270298, -82.462865",11,2022-06-02,27.270298,-82.462865,27.270298,-82.462865,2022,6
"Iga, Japan",2756-104 Saimyoji,Iga,Mie,,Japan,4,250.0,"34.75614597, 136.15761077",179,2021-06-25,34.75614597,136.15761077,34.75614597,136.15761077,2021,6
"Cork - Mahon Point Shopping Centre, Ireland",Link Rd,Cork,Munster,T12 X7HK,Ireland,4,250.0,"51.8866, -8.3973",6,2021-06-29,51.8866,-8.3973,51.8866,-8.3973,2021,6
"Nevada, MO",500 E Austin Blvd,Nevada,MO,64772,USA,8,250.0,"37.83677, -94.351404",263,2021-10-21,37.83677,-94.351404,37.83677,-94.351404,2021,10
"Manchester - Trafford Centre, UK","Trafford Park, Trafford",Manchester,England,M17 8DA,United Kingdom,18,250.0,"53.4672215, -2.3530356",26,2022-03-24,53.4672215,-2.3530356,53.4672215,-2.3530356,2022,3
"Bemidji, MN",2000 Paul Bunyan Dr NW,Bemidji,MN,56601,USA,8,250.0,"47.492201, -94.907057",426,2021-07-31,47.492201,-94.907057,47.492201,-94.907057,2021,7
"Bartonsville, PA",65 PA-611,Bartonsville,PA,18321,USA,8,250.0,"41.001772, -75.273151",237,2021-08-24,41.001772,-75.273151,41.001772,-75.273151,2021,8
"Crossville, TN",2444 Genesis Rd,Crossville,TN,38571,USA,8,250.0,"35.985369, -85.010956",548,2021-10-16,35.985369,-85.010956,35.985369,-85.010956,2021,10
"Canc鷑, Mexico","Manzana 1, SM 46 Fraccion 1-01 Rancho la EsperanzaCanc鷑, Quintana Roo, Mexico77560",Cancun-Tulum,Quintana Roo,,Mexico,4,250.0,"21.013131, -86.855704",3,2021-06-25,21.013131,-86.855704,21.013131,-86.855704,2021,6
"Merritt - Airport Rd, BC",3999 Airport Rd,Merritt,BC,V1K 1R2,Canada,8,250.0,"50.1245, -120.7485",636,2021-09-24,50.1245,-120.7485,50.1245,-120.7485,2021,9
"Orchard Central, Singapore",181 Orchard Rd,Singapore,,238896,Singapore,3,250.0,"1.300706, 103.839611",6,2021-07-19,1.300706,103.839611,1.300706,103.839611,2021,7
"West Palm Beach - Florida Turnpike Service Plaza, FL",9450 Floridas Tpke,Wellington,FL,33414,USA,8,250.0,"26.635504, -80.174903",8,2021-12-01,26.635504,-80.174903,26.635504,-80.174903,2021,12
"Suncheon, South Korea",640 Jorye-dong,Suncheon,Jeollanam,,South Korea,8,250.0,"34.96316, 127.52554",25,2021-07-01,34.96316,127.52554,34.96316,127.52554,2021,7
"Portage - Westnedge Ave, MI",5121 S Westnedge Ave,Portage,MI,49002,USA,8,250.0,"42.244, -85.587575",260,2021-07-02,42.244,-85.587575,42.244,-85.587575,2021,7
"Psathopyrgos South, Greece","Psathopyrgos South, E.O. Korinthou Patron",Psathopyrgos,Western Greece,26504,Greece,4,250.0,"38.324465, 21.869204",39,2021-09-22,38.324465,21.869204,38.324465,21.869204,2021,9
"Cedar Park, TX",1001 E. Whitestone Blvd,Cedar Park,TX,78613,USA,12,250.0,"30.525402, -97.819337",284,2021-12-18,30.525402,-97.819337,30.525402,-97.819337,2021,12
"Laurel - Van Dusen Rd, MD",6901 Van Dusen Rd,Laurel,MD,20707,USA,6,250.0,"39.081527, -76.888961",88,2021-12-14,39.081527,-76.888961,39.081527,-76.888961,2021,12
"Vierzon, France","Parc Technologique de Sologne, Le B鈚onnet",Vierzon,Centre-Val de Loire,18100,France,28,250.0,"47.245841, 2.069532",151,2021-07-18,47.245841,2.069532,47.245841,2.069532,2021,7
"Tongham, UK","Hogs Back Hotel, Seale, Tongham",Farnham,England,GU10 1EX,United Kingdom,8,250.0,"51.2262851, -0.7234964",126,2022-06-10,51.2262851,-0.7234964,51.2262851,-0.7234964,2022,6
"Matsudo, Japan",2-8-1 Hachigasaki,Matsudo,Chiba,,Japan,4,250.0,"35.81791098, 139.9340663",15,2021-07-01,35.81791098,139.9340663,35.81791098,139.9340663,2021,7
"Cincinnati, OH",4825 Marburg Ave,Cincinnati,OH,45209,USA,10,150.0,"39.162833, -84.426528",183,2018-12-23,39.162833,-84.426528,39.162833,-84.426528,2018,12
"Hakodate, Japan","85-1, Ishikawa-cho",Hakodate,Hokkaido,,Japan,4,250.0,"41.83071, 140.73577",33,2021-07-01,41.83071,140.73577,41.83071,140.73577,2021,7
"Camborne, UK","Trevenson Rd, Pool",Redruth,England,TR15 3RD,United Kingdom,8,250.0,"50.2275556, -5.2800278",97,2021-08-26,50.2275556,-5.2800278,50.2275556,-5.2800278,2021,8
"Kaltenkirchen, Germany",Auf dem Berge 1,Kaltenkirchen,Schleswig-Holstein,24568,Germany,20,250.0,"53.846044, 9.93625",27,2021-09-16,53.846044,9.93625,53.846044,9.93625,2021,9
"Los Angeles - Alameda St, CA",777 Alameda St,Los Angeles,CA,90021,USA,16,72.0,"34.033502, -118.240852",74,2020-09-17,34.033502,-118.240852,34.033502,-118.240852,2020,9
"Hauppauge - Motor Pkwy, NY",694 Motor Pkwy,Hauppauge,NY,11788,USA,8,250.0,"40.806913, -73.238313",38,2021-09-25,40.806913,-73.238313,40.806913,-73.238313,2021,9
"Pompano Beach - Florida Turnpike Service Plaza, FL",MM 65 Florida's Turnpike,Pompano Beach,FL,33069,USA,8,250.0,"26.226546, -80.182431",5,2021-10-10,26.226546,-80.182431,26.226546,-80.182431,2021,10
"Mountain Village - Mountain Village Blvd, CO",455 Mountain Village Blvd,Mountain Village,CO,81435,USA,8,250.0,"37.933428, -107.854146",2903,2021-11-11,37.933428,-107.854146,37.933428,-107.854146,2021,11
"Wuhan - Impression City, China","B2, Impression City, Heping Avenue, Qingshan District, Wuhan City, Hubei",Wuhan,Hubei,,China,6,250.0,"30.637487, 114.395406",24,2022-09-20,30.637487,114.395406,30.637487,114.395406,2022,9
"Barcelona - L'Illa Diagonal, Spain","Avinguda Diagonal L, illa Diagonal, 557",Barcelona,Catalonia,8029,Spain,2,150.0,"41.389482, 2.133672",62,2021-07-01,41.389482,2.133672,41.389482,2.133672,2021,7
"Mountain Brook, AL",1000 Jemison Lane,Mountain Brook,AL,35223,USA,8,250.0,"33.486691, -86.772681",205,2021-11-25,33.486691,-86.772681,33.486691,-86.772681,2021,11
"Eilat, Israel",Ha-Satat St,Eilat,,88503,Israel,6,250.0,"29.567544, 34.959649",35,2021-07-01,29.567544,34.959649,29.567544,34.959649,2021,7
"Salaise-sur-Sanne, France",7 Zone Commerciale le Parc du Soleil,Salaise-sur-Sanne,Auvergne-Rh鬾e-Alpes,38150,France,20,250.0,"45.3271311, 4.8054363",147,2021-07-16,45.3271311,4.8054363,45.3271311,4.8054363,2021,7
"Two IFC, Hong Kong","Two IFC, 8 Finance Street","Central, Hong Kong Island",Hong Kong,,China,3,250.0,"22.285722, 114.157859",4,2021-07-12,22.285722,114.157859,22.285722,114.157859,2021,7
"New Castle, DE",4000 N Dupont Hwy,New Castle,DE,19720,USA,8,250.0,"39.709271, -75.562365",15,2021-09-25,39.709271,-75.562365,39.709271,-75.562365,2021,9
"Meredith, NH",81 NH-25,Meredith,NH,3253,USA,6,250.0,"43.66114, -71.493944",158,2022-06-30,43.66114,-71.493944,43.66114,-71.493944,2022,6
"Afula, Israel",HaShuk St 13,Afula,,,Israel,6,250.0,"32.605241, 35.293254",60,2021-08-05,32.605241,35.293254,32.605241,35.293254,2021,8
"Union City, CA",34536 Alvarado Niles Rd,Union City,CA,94587,USA,12,250.0,"37.587128, -122.020442",13,2022-02-14,37.587128,-122.020442,37.587128,-122.020442,2022,2
"Austin - FM 969, TX",12200 FM 969,Austin,TX,78724,USA,12,250.0,"30.254984, -97.605605",138,2022-01-20,30.254984,-97.605605,30.254984,-97.605605,2022,1
"Seoul - Seocho, South Korea","18, Seochojungang-ro, Seocho-gu",Seoul,Seoul,,South Korea,6,250.0,"37.48406, 127.01732",40,2021-07-01,37.48406,127.01732,37.48406,127.01732,2021,7
"Rancho Cucamonga - Foothill Blvd, CA",12750 Foothill Blvd,Rancho Cucamonga,CA,91739,USA,8,250.0,"34.106627, -117.527064",368,2021-09-22,34.106627,-117.527064,34.106627,-117.527064,2021,9
"Roslyn Heights - Willis Ave, NY",373 Willis Ave,Roslyn Heights,NY,11577,USA,8,250.0,"40.77956, -73.651063",38,2021-07-27,40.77956,-73.651063,40.77956,-73.651063,2021,7
"Sofia, Bulgaria","bulevard ""Cherni vrah"" 100, Hladilnika",Sofia,Sofia City,1407,Bulgaria,6,250.0,"42.657867, 23.314052",604,2021-06-29,42.657867,23.314052,42.657867,23.314052,2021,6
"Liberty Lake (SC), WA",1805 N Pepper Ln,Liberty Lake,WA,99019,USA,12,250.0,"47.673313, -117.113505",627,2022-03-29,47.673313,-117.113505,47.673313,-117.113505,2022,3
"Vatnagar餫r, Iceland",Vatnagar餫r 24,Reykjavik,Capital Region,104,Iceland,3,250.0,"64.14507, -21.854582",14,2021-06-30,64.14507,-21.854582,64.14507,-21.854582,2021,6
"Tokyo - Daikanyama, Japan","Daikanyama T-Site, 16-15 Sarugakucho, Shibuya-ku",Tokyo,,,Japan,4,250.0,"35.64908568, 139.69961302",36,2021-07-16,35.64908568,139.69961302,35.64908568,139.69961302,2021,7
"Yichang, China","B1 floor parking lot in Shiguangli, Central Vibrant District, Xiling District, Yichang City, Hubei",Yichang,Hubei,,China,12,250.0,"30.72516, 111.305241",74,2022-09-20,30.72516,111.305241,30.72516,111.305241,2022,9
"Taoyuan City - Bade, Taiwan","No. 295, Dongyong North Road, Bade District",Taoyuan,Taoyuan,334,Taiwan,2,120.0,"24.965345, 121.307035",113,2021-07-02,24.965345,121.307035,24.965345,121.307035,2021,7
"Bijie - Bairun Auto Park, China","Bairun Auto Park, Qixingguan District, Bijie City, Guizhou",Bijie,Guizhou,,China,6,250.0,"27.26154404, 105.3927935",1475,2022-09-20,27.26154404,105.3927935,27.26154404,105.3927935,2022,9
"Shenzhen - Bao'an Customs Building, China","Xinzhen River Landscape Parking Lot, Haizhen Road, Bao'an District, Shenzhen, Guangdong",Shenzhen,Guangdong,,China,6,250.0,"22.57312158, 113.9135749",20,2022-09-20,22.57312158,113.9135749,22.57312158,113.9135749,2022,9
"Beijing - Netcom Building, China","B1, Netcom Building, No. 28 Xiaoyun Road, Chaoyang District, Beijing",Beijing,Beijing,,China,14,150.0,"39.9589919, 116.465487",40,2022-09-20,39.9589919,116.465487,39.9589919,116.465487,2022,9
"Athenry, Ireland",Raheen Woods,Athenry,Connacht,H65 E443,Ireland,8,250.0,"53.3014, -8.762099",47,2022-06-17,53.3014,-8.762099,53.3014,-8.762099,2022,6
"Oslo Central - Sentrum P-hus, Norway","Inside Sentrum P-hus level -3, enter from Ring 1 or from Munchs gate",Oslo,Oslo,164,Norway,18,250.0,"59.91603, 10.741654",15,2021-06-29,59.91603,10.741654,59.91603,10.741654,2021,6
"Culver City - 11924 Washington Blvd, CA",11924 Washington Blvd,Los Angeles,CA,90066,USA,8,250.0,"33.997487, -118.421155",17,2022-02-17,33.997487,-118.421155,33.997487,-118.421155,2022,2
"Orlando - Palm Pkwy, FL",8462 Palm Pkwy,Orlando,FL,32836,USA,8,250.0,"28.3848995, -81.5011005",34,2021-12-30,28.3848995,-81.5011005,28.3848995,-81.5011005,2021,12
"Jacksonville - Wilson Blvd, FL",6787 Wilson Blvd,Jacksonville,FL,32210,USA,8,250.0,"30.270331, -81.756107",11,2022-05-26,30.270331,-81.756107,30.270331,-81.756107,2022,5
"Hudson, NY",5805 NY-9G,Hudson,NY,12534,USA,8,250.0,"42.22314, -73.826845",70,2022-01-26,42.22314,-73.826845,42.22314,-73.826845,2022,1
"Yuma - S Fortuna Rd, AZ",11235 S Fortuna Rd,Yuma,AZ,85367,USA,16,250.0,"32.668143, -114.443438",86,2022-10-24,32.668143,-114.443438,32.668143,-114.443438,2022,10
"Denver - Pontiac St, CO",44 N Pontiac St,Denver,CO,80224,USA,16,250.0,"39.717869, -104.9057064",1646,2021-10-05,39.717869,-104.9057064,39.717869,-104.9057064,2021,10
